ID;leftContext;node;rightContext;truth
13;"godspell us segð , þæt he gegaderode þa Godes bearn on anum þe wæron tostencte , to his staðolfæstnesse *yc:text_missing+> þæt hi lif hæfdon on him , se þe ure lif is &amp; eac þæra . An eard wæs gehaten þa on eastdæle , begeondan þære ea Iordanen Decapolis on";bocum;", þæt is Tyn Burhscira , to þam com se Hælend , swa swa segð þiss godspell , &amp; he þær gehælde þurh his halgan hrepunge þone deafan &amp; þone dumban , &amp; gedyde hine halne , swa swa he ælcne dyde þe him to genealæhte . Ðes deafa mann";plural
14;"moste mid him . Drihten him andwyrde , Far þe ham to þinum hiwum , &amp; cyþ heom hu mycele mihte Drihten on þe geworhte , &amp; hu he þe gemiltsode . He þa ferde , swiþe bodigende Drihtenes wundra , and menn þæs wundredon . An eorod is on";bocum;"geteald to syx þusendum , &amp; swa fela awyrgedra gasta wæron þam anum menn getenge , oðþæt se mildheorta Hælend to þam lande reow , &amp; hine ahredde . Ða deoflu oncneowon urne Hælend Crist , &amp; þæt Iudeisce folc hine dwollice wiðsoc , &amp; syndon forþi wyrsan þonne þa";plural
15;þære gastlican teolunge . Is swaþeah to lyt þæra lareowa nu þe þus don wille , and is manncynn forþi miclum geyrmed , for þam þe þæra is feawa folces lareowa þe geornlice hogie hu man yfel alegce and unrihtwisnysse , and riht arære , swa swa we rædað on;bocum;: Canes muti non possunt latrare : Hi synd þa dumban hundas , and hy ne magon beorcan . Þis cwæð se witega be Godes lareowum , þe noldan bodian and gebigan manncynn to Godes willan þa on þam timan þe hi wæron . Nu is hit gyt wyrse on;plural
16;", na ealra manna , ac swiðe manegra , þæt hy nateshwon ne lufiað þone lifigendan God , ne hyra nyhstan , ne furðan hy sylfe ; for ðon se ðe God ne lufað , ne lufað he hyne sylfne . Se restendæg is , swa swa we rædað on";bocum;", halig freolsdæg on Iudea folce , swa swa we healdað þone halgan Sunnandæg fram woroldlicum weorcum ; and we sceolan wilnian æfre , and æt Gode biddan , þæt we ne beon æmtige fram goodum weorcum , and on Godes lufan acolode , þonne us se endenyhsta dæg onsigende";plural
17;we eac willað eow secgan þæt gastlice andgyt , æfter Agustinus trahtnunge , sceortlice swaþeah , þæt ge ne beon gehefegode . Se wæterscipe wæs beworht mid fif porticum , and hæfde getacnunge , swa swa se trahtnere segð , Iudeisces folces , þe wæs befangen þa mid fif ælicum;bocum;, þe Moyses him sette be Godes sylfes dihte , þæt hi singian ne sceoldon . On þam porticum lagon alefode and adlige , blinde and healte , and on handum forscruncene . Swa wæron þa Iudei wanhale on mode , and on heora geleafan alefode forþearle , for þam;plural
6;secge , swa hwa swa ne bið edcenned of wætere and of ðam Halgan Gaste , ne mæg he inn to Godes rice . Ðis wæs geswutelod sona on anginne , þa þa God ærest gesceop gesceafta þurh his mihte : þa wæs Godes sylfes Gast , swa swa seo;boc;us secgð , gefered ofer wæterum , þæt ure fulluht wære ða iu getacnod mid toweardre mihte , and þæs wæteres gecynd wurde gehalgod þurh þone Halgan Gast , þe gehalgað ure fulluht , and þa sawle wiðinnan fram eallum synnum aþwyhð . Nu ne scyle ge healdan eowre cild;singular
9;"And se ðe hine hæt stuntne , se bið wites scyldig on ðam witnigendlican fyre þære toweardan worulde . Her syndon nu þreo þing , and forþig mare wite : þæt yrre and se hosp , and eac teonræden ; and þas þing sceolon , swa swa us sægð seo";boc;, on ðam toweardan wite beon afeormode , buton se man hy sylfwilles gebete . Micele maran gyltas man mæg gebetan her on þisum life , and þone Hælend gegladian , þæt he ne þurfe þrowian on ðam toweardan life . God cwæð þurh his witegan þæt he wolde mildsian;singular
18;"þis . He gesceop þa twegen men , and ealle tida gesette , ac he ne gesceop na syþþan seldcuþe gesceafta , of þam ealdan dihte þe he æt fruman gesette ; ac he gescipð ælce dæge edniwe sawla , and on lichaman geliffæst , swa swa we leorniað on";bocum;, and þa sawla ne beoð nahwær gesceapene ær þan þe God hi asent to þam gesceapenan lichaman on heora moddra innoþum , and hi swa men wurþað . Nu ge magon tocnawan þæt ure sawla ne cumað of fæder ne of meder , ac se heofonlica Fæder gescipð þone;plural
19;se ungeleaffulla wer byð gerihtwisod þurh þæt geleaffulle wif . Ic bebeode swaðeah na ic ac God sylf bebyt þæt wer and wif hi ne totwæman . Gif hi þonne þæt doð , wunian hi butan hæmede , oððe hi eft hi gegaderian . Eac hit wære rihtlic , æfter;boca;tæcinge , þæt se cniht ungewemmed wære oððæt he wifode , swa swa he wyle þæt his mæden ungewemmed him to cume . Se ylca apostol cwæð , ælc man hæfð synderlice gife fram Gode , sum swa , sum elles . Swa mycel is se sinscipe , þæt þeah;plural
20;"nanum gode . Ða cwæð se cyning him to , Ne clypa þu swa unwislice ; wite þin gewit . He andwyrde and cwæð , Ne eom ic na gewitleas , ac min gewit is yfel . Me comon lytle ær to twegen Godes englas , and brohton me ane";boc;", seo wæs beorhte scinende , ac heo wæs swyðe gehwæde , and heton me rædan . Ic ða sceawode þa boc and þæron geseah þa feawa godan dæda þe ic dyde seldon , þa wæron swyðe feawa ; and hi færlice genamon eft þa boc æt me , and";singular
21;and cwæð , Ne eom ic na gewitleas , ac min gewit is yfel . Me comon lytle ær to twegen Godes englas , and brohton me ane boc , seo wæs beorhte scinende , ac heo wæs swyðe gehwæde , and heton me rædan . Ic ða sceawode þa;boc;"and þæron geseah þa feawa godan dæda þe ic dyde seldon , þa wæron swyðe feawa ; and hi færlice genamon eft þa boc æt me , and me nan þing ne sædon . Efne þa færlice comon þa cwealmbæran deoflu , swyðe anþræc werod , and eall ðis hus";singular
22;"and brohton me ane boc , seo wæs beorhte scinende , ac heo wæs swyðe gehwæde , and heton me rædan . Ic ða sceawode þa boc and þæron geseah þa feawa godan dæda þe ic dyde seldon , þa wæron swyðe feawa ; and hi færlice genamon eft þa";boc;æt me , and me nan þing ne sædon . Efne þa færlice comon þa cwealmbæran deoflu , swyðe anþræc werod , and eall ðis hus afyldon , and manega wiðutan on ælce healfe sæton . Hwæt ða se fyrmesta forð teah ane boc mycele and ormæte , swylce mannes;singular
23;and hi færlice genamon eft þa boc æt me , and me nan þing ne sædon . Efne þa færlice comon þa cwealmbæran deoflu , swyðe anþræc werod , and eall ðis hus afyldon , and manega wiðutan on ælce healfe sæton . Hwæt ða se fyrmesta forð teah ane;boc;mycele and ormæte , swylce mannes byrðen . He het þa ræcan me to rædenne þa boc , and ic þæron geseah mid sweartum stafum awritene ealle mine synna þe ic sið and ær gefremode , and mine yfelan geþohtas on þære atelican bec , swyðe swutelice , swa swa;singular
24;Efne þa færlice comon þa cwealmbæran deoflu , swyðe anþræc werod , and eall ðis hus afyldon , and manega wiðutan on ælce healfe sæton . Hwæt ða se fyrmesta forð teah ane boc mycele and ormæte , swylce mannes byrðen . He het þa ræcan me to rædenne þa;boc;, and ic þæron geseah mid sweartum stafum awritene ealle mine synna þe ic sið and ær gefremode , and mine yfelan geþohtas on þære atelican bec , swyðe swutelice , swa swa ic sylf oncneow . Ða cwædon þa deoflu to þam Drihtnes englum ðe ða lytlan boc me;singular
25;þa boc , and ic þæron geseah mid sweartum stafum awritene ealle mine synna þe ic sið and ær gefremode , and mine yfelan geþohtas on þære atelican bec , swyðe swutelice , swa swa ic sylf oncneow . Ða cwædon þa deoflu to þam Drihtnes englum ðe ða lytlan;boc;"me brohton , Hwæs abide ge her ? Ge sylfe witon þæt þeos sawul is ure . Ða englas þa cwædon to þam atelicum deoflum , Soð ge secgað ; nimað his sawle to ðam ecum witum on eowrum forwyrde . And þa englas sona of minre syhðe gewiton .";singular
26;cyning , þe hi swa geswencte , on þære sæ middan , þæt þær nan man ne becom cucu ða to lande buton Israhela folc , ðe ferdon of ðam lande gangende mid fotum , þurh Godes mihte ealle , ofer ða Readan Sæ , swa swa we rædað on;bocum;. Nu wæron hi oflyste þurh heora unlustas flæsclicra metta , unmægðlice swaþeah , for þam ðe se heofonlica mete hæfde ælcne swæc ælcere werodnysse þe ænig mete hæfð , and wæs eac wurðlicor þonne ða wyrta wæron þe hi æt ham sudon on heora croccum mid flæsce . Se;plural
27;, and ealle cristene menn , and cwæð þæt we sceoldon geornlice us warnian wið ða yfelan ceorunge , þæt we swa ne gegremion God ælmihtigne nu mid urum yfelum þeawum , swa swa þæt ealde folc dyde on þam westene þa , wiðerrædlice to swyðe . Hit stent on;bocum;awriten for ure beterunge , and to mycelre bysne us endenextum mannum , þæt we geearnian sceolon æfre þæt betere , and þa eacan myrhðe mid Gode ælmihtigum . Nu syndon manega menn þe secgað þæt hi nellað Godes lare gehyran , þelæs te þelæste hi sceolon habban maran wita;plural
28;"geearnian mid micelre earfoðnysse þæt hi wunian mid Gode on wynsumnysse æfre æfter domesdæge , a butan deaðe , þa þe nu gehyrsumiað his hæsum mid weorce ; and þa þe God forseoð beoð besencte on helle on þam ecum witum and endeleasum cwylmingum . Nu ne ræde we on";bocum;þæt man arærde hæþengyld on eallum þam fyrste ær Noes flode , oðþæt þa entas worhtan þone wundorlican stypel æfter Noes flode , and hym swa feala gereorda God þar forgeaf swa þæra wyrhtena wæs . Ða þa hi toferdon to fyrlenum landum , and mancynn þa weox , þa;plural
29;"eallum hæþenum , and he is Oðon gehaten oðrum naman on denisc . Nu secgað þa deniscan on heora gedwylde þæt se Iouis wære , þe hi Þor hatað , Mercuries sunu , þe hi Oðon hatað ; ac hi nabbað na riht , for þam þe we rædað on";bocum;", ge on hæþenum ge on cristenum , þæt se hetola Iouis to soðan wære Saturnes sunu , and þa bec ne magon beon awægede þe þa ealdan hæðenan be him awriton þuss ; and eac on martira þrowungum we gemetað swa awriten . Sum wif hatte Uenus , seo";plural
30;ðe an man ne mæg æghwar beon , and ætsomne ealle þing aberan , þeah ðe he anweald hæbbe . Ða gesetton þa cyningas , him sylfum to fultume , ealdormen under him , and hi oft asendon to manegum gewinnum , swa swa hit awriten is ge on hæþenum;bocum;"ge on bibliothecan ; and þa ealdormen gewyldon þa onwinnendan fynd , swa swa we wyllað secgan sume bysne be þam of þam ledenbocum , þæt man us ne lihnige . Dauid se mæra cyning , þeah ðe he cene wære , he asende his heretogan , swa swa hit";plural
31;ealdormen gewyldon þa onwinnendan fynd , swa swa we wyllað secgan sume bysne be þam of þam ledenbocum , þæt man us ne lihnige . Dauid se mæra cyning , þeah ðe he cene wære , he asende his heretogan , swa swa hit segð on Leden on þæra cyninga;bocum;, swa swa we cyðað her on ledenum gereorde , þæt man us gelyfe : misit dauid ioab ducem , et omnem exercitum bellatorum , et cetera : Dauid se cyning asende his heretogan , Ioab gehaten , and he gefeaht wið Amon , and his fynd afligde mid ealre;plural
32;to ðæs caseres willan . And se Gallicanus wearð syððan swa halig þæt he wundra worhte and wearð gemartirod for Criste , swa swa ic awrat on englisc on sumum spelle iu . Gratianus wæs gehaten sum healic casere , swyðe on God gelyfed , swa swa us segð seo;boc;tripartita istoria , þæt is , þryfeald gereccednyss . Ða wunnon wið hine þa wildan hæþenan , ac se casere asende him sona togeanes Theodosium his heretogan , and he feaht wið ða hæþenan , and he feala ðusenda afylde þæra hæþenra , and he for þam micclan sige syððan;singular
33;þryfeald gereccednyss . Ða wunnon wið hine þa wildan hæþenan , ac se casere asende him sona togeanes Theodosium his heretogan , and he feaht wið ða hæþenan , and he feala ðusenda afylde þæra hæþenra , and he for þam micclan sige syððan wearð casere , swa swa seo;boc;us segð , sece se þe wylle . Ða caseras woldon ða cenan men ofaxian , and him fultum findan and hi eac fyrðrian to ealles folces ðearfe , and hi forð tihtan , and wurðodon hi syððan hi sige hæfdon , swa swa we nu sædon be Theodosige .;singular
34;tilian , þonne he cymð him to ? Þa cwædon þa Iudeiscan , þa yfelan tilian he yfele fordeð , and betæcð his wineard oðrum tilium syððan , þe him wæstmas agyfað on gewissum timan . Se Hælend him sæde þa be þam hyrnstane þus : Ne rædde ge on;bocum;be þam hyrnstane , þone þa weallwyrhtan aworpen hæfdon , þæt se is geworht on ðæs wealles hyrnan ? Þys ys þurh God gedon , and hyt ys wundorlic on eowrum gesihþum , and ic secge eow forþi þæt Godes rice byð eow ætbroden , and byð þære þeode geseald;plural
35;folc hæfde hine for witegan . We habbað anfealdlice gesæd eow nu þis godspell , and we willað geopnian eow þæt andgyt nu , for ðam þe ge ne cunnon ealle tocnawan þa digelnysse , buton man eow secge þæra snotera lareowa trahtnunge be þam , swa swa hit on;bocum;stent . Se hiredes ealdor witudlice þe hæfde þone wineard is se heofonlica God , þe hæfde gelogod þa Iudeiscan þeode on þam selestan earde þysre worulde middan , and sette him æ , þæt hi hine ænne æfre wurþian sceoldon mid halgum biggencgum , swa swa þa fif bec;plural
36;"þam lofsange on Michaeles handum mid mycelre blisse , &amp; heo wearð upp geferod mid eallum þam heape to þam soðan Hælende , þe heo swa gelicode ; &amp; se munuc gewende to þam westene eft , hæfde þa gesawen swa swa he sylf gewilnode . Us segð seo ylce";boc;"þæt sum oðer munuc hwilon , swiþe geþogen mann on mihte &amp; on gearum , com into anre byrig embe his agene neode . Ða gesæt he swa æt anes rices mannes geate , se læg þær on forðsiþe , &amp; se munuc þa beheold , for þan þe he";singular
37;gebæd for þæt mæden God , and mid ele gesmyrede , and mid ealle adræfde þæs deofles gedwymor þurh his Drihtnes naman , swa þæt hi ealle gesawan þæt heo ansund wæs . Swylce synd þa dydrunga þæra drymanna . Eac swylce we rædað on þære gerecednysse on þæra cyninga;bocum;, swa swa hyt gecweden is , þæt Saul se cyning on his unsiðe þa þa hym God gram wæs for hys gramlicum dædum , become to anre wiccan , wolde witan þurh hi hu him sceolde gelimpan , hwæðer þe lif þe deað , sige oððe fleam on hys;plural
38;"þam geare forgifð , and ealre þære geoguðe þe him of his orfe acenned bið , and ealra þara goda þe him God to þam geare foresceawað , to þy þæt he mid gesundfulnysse and Godes bletsunge þara nigen dæla brucan mote ; for ðam þe hit stent on halgum";bocum;"þus awriten : si quis primitias retinuerit , aut decimas de laboribus suis , maledictus sit in omni domo sua ; ðæt is on englisc , swa hwa swa his frumwæstmas oððe teoðunge his agenre tilðe Gode ætbret , þæt he bið awyrged on ealre his hiwrædene . Eft is";plural
39;gifum þe God gifð his halgum þurh ðone Halgan Gast , be þam þe him gewyrð . Ne sceal nan mann wenan , ne on his mode wealcan , þæt ure Hælend sy on his heofonlican mihte læsse þonne his Fæder for ðan ðe he is gehaten Godes hand on;bocum;"; ac he is God ælmihtig , and se Halga Gast is on ðam heofonlican þrymme æfre ælmihtig God on anre Godcundnysse mid þam halgan Fæder and þam Hælende Criste , hi ðry an ælmihtig God æfre rixiende , and heora rice ne bið næfre todæled ne næfre toworpen ,";plural
40;ge magon gehyran þæt ure Hælend æt , þonne his leorningcnihtas hine laðedon to mete , þeah þe sum mæssepreost , þe we meldian nellað , ætsoce mid gedwylde þæt ure Drihten ne æte næfre on þysum life , ac he leah forþearle . He ne cuðe na þa Cristes;boc;"þe us cyð ymbe þæt , þæt ure Hælend æte swa swa oðre men doð , ge ær his þrowunge ge æfter his æriste . He æt soðlice and dranc , for ðam ðe he soð man wæs ; he æt buton gyfernysse and dranc buton druncennysse , and eall";singular
41;his lare heom secgende mid swutelum spræcum . Ðonne se soðfæstnesse Gast cymð , he tæcð eow ealle soðfæstnysse . Ða halgan apostolas þurh þone Halgan Gast wurdon swa gelærede þæt hi witodlice spræcon mid eallum gereordum uncuðra þeoda , and hi læran mihton mancynn on worulde of ðam ealdum;bocum;þe hi ær ne cuðon under Moyses lage , mid micclum andgite gastlicra getacnunga , swa swa him God onwreah . Ac nan mann ne mæg on middanearde swaðeah becuman on his life to ealre soðfæstnesse , ær ðan þe he sylf becume to þam soðfæstan Gode , swa swa;plural
42;menn ne bið full bliss on his life , þæt him ne eglige æfre sum þing her . Ic spræc to eow on bigspellum , ac nu bið se tima þæt ic on bigspellum eow to ne sprece , ac ic cyþe eow swutellice be þam soðan Fæder . On;bocum;"is gewunelic bigspell to secgenne , þæt is oþer ðing on wordum , and oþer on getacnungum , and se Hælend heom spræc to swiðe gelome on manegum bigspellum , heora mode to trymminge ; ac he sæde heom nu þæt he swutellice wolde be þam halgan Fæder heom bodian";plural
43;. He sealde eac bysne soðlice mid þam , þæt witan sceolon cyðan heora word openlice , and þa ðe manegum rædaþ , na mid runungum , for ðan þe manega magon maran ræd findan þonne ænlypige magon mid agenum gewille . Be þam ylcan us manað Godes wisdom on;bocum;: Omnia cum consilio fac , et post factum non pænitebis : Gefada ealle þing fægere mid geþeahte , and æfter þære dæde þe ne ofðingþ nan þing . Ne se wita ne sceal his wisdom behydan , gif he ræd cunne , swa swa hit cwyð be þam :;plural
44;, butan hæfe and butan bleo , mid þam lichaman befangen and on eallum limum wunigende . Ne heo ne mæg be hyre agenre mihte of þam lichoman gewytan , ne æft ongean cyrran , butan se wylle þe hi geworhte and on þonne lichaman asænde . Heo is on;bocum;"manegum naman gecyged be hyre weorces þenungum . Hyre nama is anima , þæt is sawul , and seo nama gelympð to hire life ; and spiritus , gast , belimpð to hire ymbwlatunge . Heo is sensus , þæt is andgit oððe felnyss , þonne heo gefret . Heo";plural
45;wysdom is stuntnis ætforan Gode . Ac þonne wisdom heo sceal leornian : þæt heo lufie God , and hine æfre wurðige on eallum hyre weorcum , and þa þing leornige þe Gode liciað , and þa þing forlæte þe him laðe syndon . Þæs wisdom is awryten on halgum;bocum;, and be ðam is þus gecwæden , Omnis sapientia a domino deo est : ælc wisdom is of Gode . Is nu forðy ælc man eadig and gesælig se ðe for Gode wis bið , and gif heo his weorc mid wisdome gefadað . Be þæm cwæð se ædiga;plural
46;, ac be manna lichaman þe formolsniað to duste , and eft sceolan on domes dæg ðurh ures Drihtnes mihte ealle of eorðan arisan þe æfre cuce wæron , swa swa ealle treowa cuciað æfre on Lenctenes timan , þe ær þurh wyntres cyle wurdon adydde . We rædað on;bocum;, ægðer ge on ðære ealdan æ , ge on þære niwan , þæt þa menn þe heora synna behreowsodon , þæt hi mid axum hi sylfe bestreowodon , and mid hæran hi gescyrddon to lice . Nu do we þis lytle on ures Lenctenes anginne , þæt we streowiað;plural
47;bið endeleas . Witodlice ne begit nan mann hys synna forgifnysse æt Gode , buton he hi sumum Godes menn geandette , and be his dome gebete . Eft ne mot nan mann ne ne sceal secgan on hine sylfne þæs ðe he wyrcende næs , swa swa we on;bocum;"rædað be sumum treowfæstum wife , þe wolde hire lif forlætan ærþan þe heo luge . Hieronimus se halga lareow awrat on sumere stowe be ðam wife þus ; He cwæð þæt sum wer wære þe his wif forsæde , swa þæt heo sceolde hi sceandlice forlicgan , and hi";plural
48;wælhreow is . Hu bið þonne gif we nellað to þam hælende clypian , þonne Moyses werignyss ne mihte beon beladod ? Witodlice bið oferswiðed þurh þone swicolan deofol , se ðe seðe nele clypian Crist him to fultume . Ælc rihtwis man hæfde , swa swa we rædað on;bocum;, fultum and hreddinge , se ðe seðe mid fullum geleafan on his earfoðnyssum to ðam ælmihtigan clypode . Nis nan þincg swa lað þam geleafleasum deofle swa þæt hine man gebidde bealdlice to Gode , forðan þe se swicola wat þæt his wæpne sceolan þurh halige gebedu toberstan swiðost;plural
49;"wisdom , þæt man wislice libbe , and his dæda gefadige to his Drihtnes willan , þæt he edlean underfo on ðam ecan life mid ðam ælmihtigan Gode , þe on ecnysse rixað ; AMEN . UIIII. KALENDAS MAI . NATALE SANCTI GEORGII MARTYRIS . Gedwolmen awriton gedwyld on heora";bocum;be ðam halgan were ðe is gehaten Georius . Nu wille we eow secgan þæt soð is be ðam , þæt heora gedwyld ne derige digellice ænigum . Se halga Georius wæs on hæþenum dagum rice ealdorman under ðam reþan casere þe wæs Datianus geciged , on ðære scire Cappadocia;plural
50;. Petrus wæs his godfæder and hine Gode gestrynde , and he swa lange folgode his fulluhtfædere Petre , oð þæt he gesette mid soðum geleafan þa oðre Cristesboc on Italia lande . Ne geseah he Crist on life , ac he leornode swaðeah of Petres bodunge hu he ða;boc;gesette , and Petrus hi sceawode and sealde to rædenne . Se ðridda godspellere is Lucas , se wæs læce on worulde , and wunode mid ðam apostolum and mid Paule syððan , þeowigende þam ælmihtigan butan ælcum leahtre , on clænum life æfre buton wife , mid Godes gaste;singular
51;ðam drunce þa deopan lare , þe he siððan awrat on wundorlicor gesetnyssa , swa þæt he oferstah ealle gesceafta , and þa word geopenade þe englas ne dorston . He wæs ærest gecoren eallra þæra godspellera , ac he is forði se feorða forþan þe he sette þa feorðan;boc;, æfterðam þe ða oðre geendebyrde wæron , and wide geond þa woruld awritene wæron . On Asia he wæs þa he awrat þa boc , and he leofode lange on life æfter Criste , oð þæt þa oðre apostolas geendoden heora lif , and sigefæste ferdon to ðan soþan;singular
52;þe englas ne dorston . He wæs ærest gecoren eallra þæra godspellera , ac he is forði se feorða forþan þe he sette þa feorðan boc , æfterðam þe ða oðre geendebyrde wæron , and wide geond þa woruld awritene wæron . On Asia he wæs þa he awrat þa;boc;, and he leofode lange on life æfter Criste , oð þæt þa oðre apostolas geendoden heora lif , and sigefæste ferdon to ðan soþan life . Ðas feower godspelleras syndon Gode gecorene , and hi ealne middaneard mid heora lare onlihton , swa swa þa feower ean ðe yrnað;singular
53;on his gesihðe þæt þæra feower nytena fet wæron rihte , and hi eodon æfre æfter ðam gaste , and hæfdon eagan him on ælce healfe . Þus is on ðære ealdan æ awriten be ðam godspellerum , and eft on ðære niwan gecyðnysse æfter Cristes menniscnysse . Apocalypsis seo;boc;be ðis ylcum segð þæt Iohannes gesawe þa foresædan nytenu , on þam ylcan hiwe þe we ær sædon , and hi sungon þisne sang mid singalum dreame , Sanctus , Sanctus , Sanctus , dominus deus omnipotens , qui erat , et qui est , et qui uenturus est;singular
54;Swa swa se yrðlincg amyrð his furuh gif he locað to lange underbæc , swa eac se ðe seðe wile gewendan to Gode , and bihð eft to woruldþingum , ne bið he Gode andfencge . Mænigfealde wæron þæs hælendes wundra , and his halige lar swa we leorniað on;bocum;, and ealle his folgeras forleton ealle þincg , ægðer ge wif ge æhta , and wunodon on clænnysse , for his fægeran behate and for heofonan rice . Eft æfter his æriste and upstige to heofonum , þaþa se geleafa aras and man alede deofolgyld , þa wurdon ða;plural
55;se swicola dry , swa lange he wan wið Petre , oð þæt he wearð afylled , ða þa he wolde fleon to heofonum , þæt he on feower tobærst and swa ferde wælhreow mid wite to helle . Fela oðre forferdon þe folgodon drycræfte , swa swa we on;bocum;rædað , ac heora racu is langsum . Ne sceal se cristena befrinan þa fulan wiccan be his gesundfulnysse , þeah ðe þeahðe heo secgan cunne sum ðincg þurh deofol , forðan þe hit bið derigendlic , and eall hit bið ættrig þæt him of cymð , and ealle his;plural
